Williams Arcade's Greatest HitsMidway Presents Arcade's Greatest HitsPAL,Digital Eclipse SoftwareImage Impressions,Williams Entertainment,Unreleased,Dec 1996,1996,
Wimbledon Championship TennisWimbledon EU,SIMS,Sega,"May 20, 1994",October 1993,1993,
Winter Challenge,MindSpan Technologies,BallisticNAAccoladePAL,Unreleased,January 1992[21],1992,
Winter Olympics: Lillehammer 94,Tiertex,U.S. GoldNAKixxPALSegaJP,"February 11, 1994",December 1993,February 1994,
Wiz 'n' LizWiz 'n' Liz: The Frantic Wabbit WescuePAL,Raising Hell ProductionsKrisalis Software,Psygnosis,Unreleased,November 1993,"October 10, 1993",
Wolfchild,Core DesignKrisalis Software,JVC Musical Industries,Unreleased,March 1993,Unreleased,
Wolverine: Adamantium Rage,Teeny Weeny Games,Acclaim Entertainment,Unreleased,November 1994,1994,
Wonder Boy III: Monster Lair,Aicom,Sega,"December 22, 1990",Unreleased,April 1991,
Wonder Boy in Monster WorldWonder Boy V: Monster World IIIJPTurma Da Monica na Terra dos MonstrosBR,Westone TectoyBR,Sega TectoyBR,"October 25, 1991",March 1992[30],April 1992,BR (1994)
World Championship SoccerWorld Cup Italia '90PALWorld Cup SoccerJP,Sega,Sega,"July 29, 1989",September 1989,December 1990,
World Championship Soccer 2World Championship Soccer IINA,Graftgold,Sega,Unreleased,August 1994,1994,
World Class Leaderboard Golf,Access SoftwareTiertex,U.S. Gold,Unreleased,November 1992[29],1992,
World Cup USA '94,Tiertex,U.S. Gold,Unreleased,June 1994,1994,
World Heroes,Sega Midwest Studio,Sega,Unreleased,July 1994,1994,
World of Illusion Starring Mickey Mouse and Donald DuckI Love Mickey & Donald: Fushigi na Magic BoxJP,Sega AM7,Sega,"December 18, 1992","December 17, 1992","December 19, 1992",
World Series Baseball,BlueSky Software,Sega,Unreleased,May 1994,Unreleased,
World Series Baseball '95,BlueSky Software,Sega,Unreleased,May 1995,Unreleased,
World Series Baseball '96,BlueSky Software,Sega,Unreleased,July 1996,Unreleased,
World Series Baseball '98,BlueSky Software,Sega,Unreleased,September 1997[55],Unreleased,
Worms,Team17East Point Software,Ocean Software,Unreleased,Unreleased,1995,
Wrestle War,Sega,Sega,"June 28, 1991",Unreleased,June 1991,
WWF Raw,Sculptured Software,Acclaim Entertainment,"December 31, 1995",November 1994,November 1994,
WWF Royal Rumble,Sculptured Software,Flying EdgeNA/PALAcclaim EntertainmentJP,"March 25, 1994",November 1993,November 1993,
WWF Super WrestleMania,Sculptured Software,Flying Edge,Unreleased,December 1992[27],1992,
WWF WrestleMania: The Arcade Game,Sculptured Software,Acclaim Entertainment,Unreleased,November 1995,1995,
X-Men,Western Technologies,Sega,Unreleased,March 1993,1993,
X-Men 2: Clone Wars,HeadgamesZono,Sega,Unreleased,"May 15, 1995",1995,
X-Perts,Abalone Entertainment,Deep Water,Unreleased,June 1996[56],Unreleased,
XDR: X-Dazedly-Ray,Affect,Unipacc,"August 26, 1990",Unreleased,Unreleased,
Xenon 2: Megablast,The Bitmap Brothers,Virgin Games,Unreleased,Unreleased,February 1992[57],
Yogi Bear: Cartoon Capers,Empire Interactive,GameTek,Unreleased,Unreleased,1994,
Ys III: Wanderers from Ys,Riot,Nihon FalcomJPRenovation ProductsNA,"November 1, 1991",December 1991[23],Unreleased,
YuYu Hakusho: Gaiden,Gau Entertainment,Sega,"January 28, 1994",Unreleased,Unreleased,
Yū Yū Hakusho Makyō Tōitsusen,Treasure,Sega,"September 30, 1994",Unreleased,Unreleased,
Zan: Yasha Enbukyoku,Wolf Team,Telenet Japan,"March 29, 1991",Unreleased,Unreleased,
Zany Golf,Sandcastle Productions,Electronic Arts,Unreleased,November 1990,February 1991,
Zero the Kamikaze Squirrel,Iguana Entertainment,Sunsoft,Unreleased,November 1994,July 1994,
Zero Tolerance,Technopop,Accolade,Unreleased,October 1994,1994,
Zero Wing,ToaplanCube,ToaplanJPSegaPAL,"May 31, 1991",Unreleased,July 1992,
Zombies Ate My NeighborsZombies EU,LucasArts,Konami,Unreleased,November 1993,1993,
Zool,Gremlin Graphics,GameTekNAElectronic ArtsPAL,Unreleased,December 1993,1993,
Zoom!,Discovery SoftwareCyclone SystemSigma Pro-Tech,Sega,"January 13, 1990",January 1990,1990,
Zoop,HookstonePanelcomp,Viacom New Media,Unreleased,Nov 1995,1995,
